Date of Purchase,Purchaser Name,Denomination
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,TRANSWAYS EXIM PRIVATE LIMITED,"10,00,000"
07-Apr-22,WELSPUN CORP LIMITED,"1,00,00,000"
07-Apr-22,WELSPUN CORP LIMITED,"1,00,00,000"
07-Apr-22,WELSPUN CORP LIMITED,"1,00,00,000"
08-Apr-22,14 REELS PLUS LLP,"1,00,00,000"
08-Apr-22,AASHMAN ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,AASHMAN ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,ACHINTYA SOLAR POWER PVT LTD,"1,00,00,000"
08-Apr-22,ANANTPURA WIND ENERGIES PVT LTD,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AUROBINDO PHARMA LIMITED,"1,00,00,000"
08-Apr-22,AXIS CLINICALS LIMITED,"1,00,00,000"
08-Apr-22,AXIS CLINICALS LIMITED,"1,00,00,000"
08-Apr-22,AXIS CLINICALS LIMITED,"1,00,00,000"
08-Apr-22,AXIS CLINICALS LIMITED,"1,00,00,000"
08-Apr-22,AXIS CLINICALS LIMITED,"1,00,00,000"
08-Apr-22,BRICKS INFRATECH LLP,"1,00,00,000"
08-Apr-22,BRICKS INFRATECH LLP,"1,00,00,000"
08-Apr-22,BRICKS INFRATECH LLP,"1,00,00,000"
08-Apr-22,BRICKS INFRATECH LLP,"1,00,00,000"
08-Apr-22,BRICKS INFRATECH LLP,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHENNAI GREEN WOODS PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,CHOWGULE AND COMPANY PVT LTD,"10,00,000"
08-Apr-22,CHOWGULE AND COMPANY PVT LTD,"10,00,000"
08-Apr-22,CHOWGULE AND COMPANY PVT LTD,"10,00,000"
08-Apr-22,CHOWGULE AND COMPANY PVT LTD,"10,00,000"
08-Apr-22,CHOWGULE AND COMPANY PVT LTD,"10,00,000"
08-Apr-22,DIVYESH POWER PVT LTD,"1,00,00,000"
08-Apr-22,DIVYESH POWER PVT LTD,"1,00,00,000"
08-Apr-22,ELENA RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,ELENA RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,ELITE DEVELOPERS,"1,00,00,000"
08-Apr-22,ELITE DEVELOPERS,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,EVEY TRANS PVT LTD,"1,00,00,000"
08-Apr-22,GANGDARI HYDRO POWER PVT LTD,"1,00,00,000"
08-Apr-22,GREENKO ASTHA PROJECTS (INDIA) PVT LTD,"1,00,00,000"
08-Apr-22,GREENKO HIM KAILASH HYDRO POWER PVT LTD,"1,00,00,000"
08-Apr-22,GREENKO SOLAR POWER (DHARAMAVARAM) LTD,"1,00,00,000"
08-Apr-22,GREENKO SRI SAI KRISHNA HYDRO ENERGIES PVT LTD,"1,00,00,000"
08-Apr-22,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,"1,00,00,000"
08-Apr-22,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,HES INFRA PVT LTD,"1,00,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"1,00,000"
08-Apr-22,INDUS INDUSTRIAL TEC,"10,000"
08-Apr-22,INDUS ORGANICS,"10,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"10,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"10,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"10,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"1,00,000"
08-Apr-22,INDUS ORGANICS,"10,000"
08-Apr-22,INDUS ORGANICS,"10,00,000"
08-Apr-22,IRA BLOSSOM FIELDS,"1,00,00,000"
08-Apr-22,IRA BLOSSOM FIELDS,"1,00,00,000"
08-Apr-22,IRA BLOSSOM FIELDS,"1,00,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"10,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"1,00,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KONERU RAVITEJA,"10,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,KOYA AND COMPANY CONSTRUCTION LTD,"1,00,00,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"10,00,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,LOKESH KUMAR,"1,00,000"
08-Apr-22,LOKESH KUMAR,"10,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"10,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"10,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,00,000"
08-Apr-22,MKJ ENTERPRISES LIMITED,"1,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,MSN PHARMACHEM PVT LTD,"1,00,00,000"
08-Apr-22,P TEJAVARDHAN REDDY,"10,00,000"
08-Apr-22,P TEJAVARDHAN REDDY,"10,00,000"
08-Apr-22,P TEJAVARDHAN REDDY,"10,00,000"
08-Apr-22,P TEJAVARDHAN REDDY,"10,00,000"
08-Apr-22,P TEJAVARDHAN REDDY,"10,00,000"
08-Apr-22,PAVANKUMAR REDDY KUNDURU,"10,00,000"
08-Apr-22,PAVANKUMAR REDDY KUNDURU,"10,00,000"
08-Apr-22,PAVANKUMAR REDDY KUNDURU,"10,00,000"
08-Apr-22,PAVANKUMAR REDDY KUNDURU,"10,00,000"
08-Apr-22,PAVANKUMAR REDDY KUNDURU,"10,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PPR M SAND LLP,"1,00,00,000"
08-Apr-22,PRATYASH RENEWABLE PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,PRATYASH RENEWABLE PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,R.S.BROTHERS RETIAL INDIA PVT LTD,"1,00,00,000"
08-Apr-22,RAVINDRANATHA REDDY BANDI,"10,00,000"
08-Apr-22,RAVINDRANATHA REDDY BANDI,"10,00,000"
08-Apr-22,RAVINDRANATHA REDDY BANDI,"10,00,000"
08-Apr-22,RAVINDRANATHA REDDY BANDI,"10,00,000"
08-Apr-22,RAVINDRANATHA REDDY BANDI,"10,00,000"
08-Apr-22,RAYALA SEEMA WIND ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,"1,00,00,000"
08-Apr-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,"1,00,00,000"
08-Apr-22,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,"1,00,00,000"
08-Apr-22,RT RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,RT RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,SAROJA RENEWABLES PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,SAROJA RENEWABLES PRIVATE LIMITED,"1,00,00,000"
08-Apr-22,SEI BASKARA POWER PVT LTD,"1,00,00,000"
08-Apr-22,SEI BASKARA POWER PVT LTD,"1,00,00,000"
08-Apr-22,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,"1,00,00,000"
08-Apr-22,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,"1,00,00,000"
08-Apr-22,SEI MIHIR ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,SEI MIHIR ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,SHREYAS RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,SHREYAS RENEWABLE ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"10,000"
08-Apr-22,SRI YANTRA ASSOCIATES,"1,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,SRICHAITANYA STUDENTS FACILITY MANAGEMENT PVT LTD,"1,00,00,000"
08-Apr-22,TRIREME INFRASTRUCTURRE  PVT LTD,"1,00,00,000"
08-Apr-22,VARSITY EDUCATION MANAGEMENT PVT LIMITED,"1,00,00,000"
08-Apr-22,VARSITY EDUCATION MANAGEMENT PVT LIMITED,"1,00,00,000"
08-Apr-22,VEERA RAVEENDRA,"10,00,000"
08-Apr-22,VEERA RAVEENDRA,"10,00,000"
08-Apr-22,VEERA RAVEENDRA,"10,00,000"
08-Apr-22,VEERA RAVEENDRA,"10,00,000"
08-Apr-22,VEERA RAVEENDRA,"10,00,000"
08-Apr-22,ZUVAN ENERGY PVT LTD,"1,00,00,000"
08-Apr-22,ZUVAN ENERGY PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO BUDHIL HYDRO POWER PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO BUDHIL HYDRO POWER PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO BUDHIL HYDRO POWER PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO RAYALA WIND POWER PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO RAYALA WIND POWER PVT LTD,"1,00,00,000"
09-Apr-22,GREENKO RAYALA WIND POWER PVT LTD,"1,00,00,000"
09-Apr-22,SANOLA WIND PROJECT PVT LTD,"1,00,00,000"
09-Apr-22,SANOLA WIND PROJECT PVT LTD,"1,00,00,000"
09-Apr-22,SEI DIAMOND PVT LTD,"1,00,00,000"
09-Apr-22,SEI DIAMOND PVT LTD,"1,00,00,000"
09-Apr-22,SEI VENUS PVT LTD,"1,00,00,000"
09-Apr-22,SEI VENUS PVT LTD,"1,00,00,000"
09-Apr-22,SUNBORNE ENERGY ANDHRA PVT LTD,"1,00,00,000"
09-Apr-22,SUNBORNE ENERGY ANDHRA PVT LTD,"1,00,00,000"
09-Apr-22,TANOT WIND POWER VENTURES PVT LTD,"1,00,00,000"
09-Apr-22,TANOT WIND POWER VENTURES PVT LTD,"1,00,00,000"
09-Apr-22,TANOT WIND POWER VENTURES PVT LTD,"1,00,00,000"
09-Apr-22,TANOT WIND POWER VENTURES PVT LTD,"1,00,00,000"
01-Jul-22,DR REDDYS LABORATORIES LIMITED,"1,00,00,000"
01-Jul-22,DR REDDYS LABORATORIES LIMITED,"1,00,00,000"
01-Jul-22,DR REDDYS LABORATORIES LIMITED,"1,00,00,000"
01-Jul-22,DR REDDYS LABORATORIES LIMITED,"1,00,00,000"
01-Jul-22,ESSEL MINING AND INDS LTD,"1,00,00,000"
01-Jul-22,ESSEL MINING AND INDS LTD,"1,00,00,000"
01-Jul-22,ESSEL MINING AND INDS LTD,"1,00,00,000"
